,ud_word,ud_word_level,ud_word_pos
10554,sitting,B2,noun
10555,sitting-room,B2,noun
10556,sitting_position,A2,noun
10557,sitting_room,A2,noun
10558,situate,A2,verb
10559,six-foot_mound,B2,noun
10560,six-storey_building,B2,noun
10561,sixteen,A1,adverb
10562,sixteen-year,B1,noun
10563,sixteenth,C1,adjective
10564,sixteenth-largest,B2,adjective
10565,sixth,B2,adverb
10566,sixth,A2,adjective
10567,sixties,B2,noun
10568,sixtieth,A2,adjective
10569,sixty-floor_building,C1,noun
10570,sixty-floor_tower,C1,noun
10571,sixty-seventh,C1,noun
10572,sized,B1,adjective
10573,skeptical,C1,adjective
10574,ski_accident,B2,noun
10575,ski_boot,B2,noun
10576,ski_maker,B2,noun
10577,ski_medal,B2,noun
10578,ski_season,B2,noun
10579,ski_slope,B1,noun
10580,ski_town,B2,noun
10581,ski_trip,B2,noun
10582,skier,B2,noun
10583,skiing_resort,B2,noun
10584,skilfully,C1,adverb
10585,skim,B1,noun
10586,skinny,A2,adjective
10587,sky-waste,C1,noun
10588,skydive,B2,noun
10589,skyline,B2,noun
10590,slapdash,C1,adjective
10591,slat,C1,noun
10592,slaughterhouse,C1,noun
10593,slave_driver,B2,noun
10594,slave_wage,C1,noun
10595,sleek,C1,adjective
10596,sleep-teaching,C1,noun
10597,sleep-teaching_programme,C1,noun
10598,sleeper,A1,noun
10599,sleepily,A2,adverb
10600,sleeping,A2,noun
10601,sleeping_bag,A1,noun
10602,sleeping_drug,B2,noun
10603,sleeping_gas,C1,noun
10604,sleeping_medicine,B2,noun
10605,sleeping_pill,B1,noun
10606,sleeping_sickness,C1,noun
10607,sleepover,B2,noun
10608,sleepwalk,C1,verb
10609,sleepwalker,C1,noun
10610,slick,A1,verb
10611,slick,A2,noun
10612,slim,C1,verb
10613,slipper,A1,noun
10614,slog,C1,noun
10615,slovenian,B1,adjective
10616,slow-moving,A1,adjective
10617,slow_down,A2,verb
10618,slum,C1,noun
10619,slum_child,C1,noun
10620,sly,B1,adjective
10621,smack,C1,verb
10622,small-business_owner,C1,noun
10623,small-time,C1,adjective
10624,small-town_hotel,C1,noun
10625,smallness,C1,noun
10626,smartly,B2,adverb
10627,smartphone,B2,noun
10628,smartphone_app,C1,noun
10629,smartphone_market,C1,noun
10630,smartphone_product,C1,noun
10631,smelly,A2,adjective
10632,smelt,C1,noun
10633,smiling,C1,adjective
10634,smilingly,B2,adverb
10635,smoke_detector,C1,noun
10636,smoking,B2,adjective
10637,smooth,C1,verb
10638,smooth_down,C1,verb
10639,smother,C1,verb
10640,smother,C1,noun
10641,smuggler,A2,noun
10642,snake_venom,B2,noun
10643,snakeskin_belt,A2,noun
10644,sneaker,A1,noun
10645,sneaker_company,C1,noun
10646,snivelling,B2,noun
10647,snobbism,C1,noun
10648,snooper,C1,noun
10649,snorkel,A1,verb
10650,snorkeling,A2,noun
10651,snow-white,C1,noun
10652,snow_blizzard,C1,noun
10653,snow_board,B2,noun
10654,snow_slide,C1,noun
10655,snowflake,B1,noun
10656,snowman,A2,noun
10657,snowmobile,A1,noun
10658,snowmobile_tour,B2,noun
10659,snowmobiling,B2,noun
10660,so,C1,noun
10661,so,A1,adposition
10662,so,B2,adjective
10663,soap_opera,A2,noun
10664,soccer_game,C1,noun
10665,soccer_league,B2,noun
10666,soccer_player,B2,noun
10667,soccer_team,B1,noun
10668,sociak_networking_site,B1,noun
10669,social-network_posting,C1,noun
10670,social-network_service,B2,noun
10671,social-networking_site,B1,noun
10672,social_networking_model,B2,noun
10673,social_networking_service,B2,noun
10674,social_networking_website,B1,noun
10675,socialise,B1,verb
10676,socialising,B1,noun
10677,society_beauty,B2,noun
10678,sociological,C1,adjective
10679,sociology,B1,noun
10680,soda_fountain,B2,noun
10681,sodium_carbonate,C1,noun
10682,sodium_hydroxide,C1,noun
10683,soft-drink_industry,C1,noun
10684,soft-drink_sensation,C1,noun
10685,soften,B2,verb
10686,software_designer,A1,noun
10687,software_problem,B1,noun
10688,softy,C1,noun
10689,soil_component,C1,noun
10690,sol,C1,noun
10691,solar-powered,C1,adjective
10692,soldier_friend,C1,noun
10693,soldier_mummy,A2,noun
10694,soldiering,C1,noun
10695,solid-looking,C1,adjective
10696,solidify,B1,verb
10697,solve,B2,noun
10698,soma,C1,noun
10699,soma_bar,C1,noun
10700,soma_bottle,C1,noun
10701,soma_but,C1,conjunction
10702,soma_gas,C1,noun
10703,soma_ice,C1,noun
10704,soma_tablet,C1,noun
10705,somebody,A1,particle
10706,someone,A1,particle
10707,something,A1,particle
10708,sonar_equipment,B2,noun
10709,song_lyrics,A2,noun
10710,songwriter-guitarist,B1,noun
10711,sophisticate,C1,verb
10712,sorry,A1,interjection
10713,sort,C1,adverb
10714,sort_of,A2,adverb
10715,sort_out,B2,verb
10716,sorting_process,C1,noun
10717,sou,C1,noun
10718,souk,A1,noun
10719,soul_mate,B1,noun
10720,soul_music,A2,noun
10721,soulless,C1,adjective
10722,soundproofing,B2,noun
10723,soundtrack_roll,C1,noun
10724,soup-seller,C1,noun
10725,soup_pot,C1,noun
10726,soup_up,C1,verb
10727,source,C1,verb
10728,south-facing,C1,adjective
10729,south-west,B1,noun
10730,south-west_wind,C1,noun
10731,southwest,A2,adverb
10732,souvenir_store,C1,noun
10733,soviet,B2,adjective
10734,soy,C1,noun
10735,soy_sauce,B1,noun
10736,spa_treatment,C1,noun
10737,spa_vacation,B1,noun
10738,space_ark,B2,noun
10739,space_exploration,B2,noun
10740,space_exploration_volunteer,B2,noun
10741,space_flight,A2,noun
10742,space_ice,C1,noun
10743,space_mission,B2,noun
10744,space_probe,B2,noun
10745,space_program,B2,noun
10746,space_station,C1,noun
10747,space_technology,C1,noun
10748,space_travel,B2,noun
10749,spacecraft,B2,noun
10750,spacing,C1,noun
10751,spadeful,C1,noun
10752,spanish,A1,adjective
10753,spanish,A1,noun
10754,sparkle,B2,verb
10755,spat,C1,noun
10756,spawn,B1,verb
10757,speaking,C1,noun
10758,spear,B1,noun
10759,special-offer,B2,noun
10760,special_interest_lesson,B1,noun
10761,specialise,A2,verb
10762,specialised,B1,adjective
10763,specific,B2,noun
10764,spectator_sport,A2,noun
10765,speech_community,C1,noun
10766,speechmaker,C1,noun
10767,speed-friending,B2,noun
10768,speed_camera,C1,noun
10769,speed_limit,A2,noun
10770,speed_line,C1,noun
10771,speedometer,C1,noun
10772,speedy,B2,adjective
10773,spell_out,C1,verb
10774,spelling_bee,B2,noun
10775,spelling_mistake,B1,noun
10776,spender,B1,noun
10777,spiced,B1,adjective
10778,spider_hole,C1,noun
10779,spike,B2,noun
10780,spiked,A2,adjective
10781,spiky,A2,adjective
10782,spill,C1,noun
10783,spin,B1,noun
10784,spin-offs,C1,noun
10785,spinet_player,B1,noun
10786,spiral,C1,verb
10787,spit,C1,noun
10788,spit_out,C1,verb
10789,splashing,A2,noun
10790,split_up,B2,verb
10791,splurge,C1,verb
10792,spoilt,C1,adjective
10793,spooky,A2,adjective
10794,sporran,B2,noun
10795,sport_equipment_manufacturer,B2,noun
10796,sporting_crime,B2,noun
10797,sporting_event,B2,noun
10798,sports_authority,B2,noun
10799,sports_car,A1,noun
10800,sports_center,B1,noun
10801,sports_centre,B2,noun
10802,sports_class,B1,noun
10803,sports_clothes,B1,noun
10804,sports_club,B2,noun
10805,sports_coach,B2,noun
10806,sports_company,B2,noun
10807,sports_event,B1,noun
10808,sports_good,B2,noun
10809,sports_hall,C1,noun
10810,sports_philosophy,B2,noun
10811,sports_producer,B2,noun
10812,sports_report,C1,noun
10813,sports_star,A2,noun
10814,sports_team,B2,noun
10815,sportsman,B1,noun
10816,sportswear,B2,noun
10817,sportswear_department,B2,noun
10818,spout,B2,verb
10819,spray_can,C1,noun
10820,spreading,B2,noun
10821,spring,C1,verb
10822,spring_evening,C1,noun
10823,spring_flower,C1,noun
10824,spring_morning,B2,noun
10825,spring_up,B2,verb
10826,sprinkle,A1,noun
10827,spun,C1,verb
10828,spying,B2,noun
10829,sq_km,B2,noun
10830,squabble,C1,verb
10831,square-metre,B2,noun
10832,square-metre_factory,B2,noun
10833,squareness,C1,noun
10834,squat,C1,verb
10835,squeal,B2,noun
10836,squirrel,A2,noun
10837,squirt,A2,verb
10838,ss,C1,noun
10839,ss_man,C1,noun
10840,st,A1,noun
10841,stack,C1,verb
10842,stadium-rock_stage,C1,noun
10843,staff,C1,verb
10844,staff_editor,B1,noun
10845,staff_id_card,B1,noun
10846,staff_lunch,B2,noun
10847,staff_shortage,C1,noun
10848,stage_door,A2,noun
10849,stagnant,C1,adjective
10850,stainless,B2,adjective
10851,stair_carpet,B2,noun
10852,stairway,B2,noun
10853,stallholder,B1,noun
10854,stand_up,A1,verb
10855,standby,B1,noun
10856,star_system,B1,noun
10857,starchy,C1,adjective
10858,stare,B1,noun
10859,starlight,B2,noun
10860,starry,C1,adjective
10861,start-up_company,C1,noun
10862,start_out,B2,verb
10863,start_up,C1,verb
10864,starter,A1,noun
10865,starting_point,B2,noun
10866,stash,C1,verb
10867,state_department,C1,noun
10868,state_school,B1,noun
10869,state_senator,C1,noun
10870,station_agent,C1,noun
10871,station_cafe,C1,noun
10872,station_exit,B2,noun
10873,station_platform,B2,noun
10874,stature,C1,noun
10875,status_update,B1,noun
10876,stay_up,B1,verb
10877,steady,B2,verb
10878,steak_tartare,A2,noun
10879,steam_engine,C1,noun
10880,steamboat,A1,noun
10881,steamer,B2,noun
10882,steamship,B2,noun
10883,steel_arm,B2,noun
10884,steel_box,C1,noun
10885,steel_cable,C1,noun
10886,steel_construction,B2,noun
10887,steel_frame,C1,noun
10888,steel_pan,B2,noun
10889,steel_pillar,C1,noun
10890,steel_pylon,C1,noun
10891,steel_railing,B2,noun
10892,steel_spire,B2,noun
10893,steel_spring,C1,noun
10894,steel_tube,C1,noun
10895,steeplechase,B2,noun
10896,steeply,A2,adverb
10897,steering_wheel,A2,noun
10898,stellar,C1,adjective
10899,stem,B2,noun
10900,stencil,B1,noun
10901,step-by-step,B1,adjective
10902,step-by-step_approach,B1,noun
10903,stepdad,C1,noun
10904,stereo,B1,noun
10905,stereotype,B1,verb
10906,sterilization,C1,noun
10907,sterling,B1,noun
10908,sternly,A1,adverb
10909,stethoscope,C1,noun
10910,steward,A2,noun
10911,stick_out,B2,verb
10912,stick_up,B2,verb
10913,stiletto_heel,B1,noun
10914,stillness,B2,noun
10915,sting,A1,noun
10916,sting,B2,verb
10917,stir,A1,noun
10918,stir_up,B2,verb
10919,stitch,C1,verb
10920,stock_exchange,B2,noun
10921,stock_market,B2,noun
10922,stockbroker,A1,noun
10923,stockpile,C1,verb
10924,stomach_ache,A2,noun
10925,stomach_complaint,C1,noun
10926,stomach_problem,C1,noun
10927,stone_ball,A2,noun
10928,stone_bench,C1,noun
10929,stone_chair,B1,noun
10930,stone_statue,A2,noun
10931,stone_step,C1,noun
10932,stone_street,C1,noun
10933,stone_temple,B1,noun
10934,stone_turret,C1,noun
10935,stone_wall,A2,noun
10936,stonemason,C1,noun
10937,stonily,C1,adverb
10938,stony,A1,adjective
10939,stoplight,B2,noun
10940,storage_area,B1,noun
10941,storage_device,C1,noun
10942,storage_tank,B2,noun
10943,store_manager,B2,noun
10944,store_operator,B2,noun
10945,store_owner,B2,noun
10946,storehouse,C1,noun
10947,storeroom,C1,noun
10948,storm,C1,verb
10949,storm_cloud,B2,noun
10950,story_competition,A1,noun
10951,storytelling,C1,noun
10952,straight-a,B1,adjective
10953,straighten_up,C1,verb
10954,strand,C1,verb
10955,strange-looking,B2,adjective
10956,strange-shaped,A2,adjective
10957,strangely,A2,verb
10958,strawmatoes,A2,noun
10959,streaming,C1,noun
10960,street-art,B1,noun
10961,street_activity,C1,noun
10962,street_art_feud,C1,noun
10963,street_artist,B1,noun
10964,street_child,C1,noun
10965,street_corner,B1,noun
10966,street_crime,C1,noun
10967,street_dance,B1,noun
10968,street_food,B1,noun
10969,street_lamp,C1,noun
10970,street_map,A2,noun
10971,street_musician,A2,noun
10972,street_name,A2,noun
10973,street_performance,C1,noun
10974,street_performer,C1,noun
10975,street_protest,C1,noun
10976,street_trader,B1,noun
10977,street_vendor,B1,noun
10978,streetlight,B2,noun
10979,streetview,B2,verb
10980,stress_expert,A2,noun
10981,stress_management,A2,noun
10982,stress_out,B1,verb
10983,stretch_out,C1,verb
10984,stride,B2,noun
10985,string,B2,verb
10986,striped,B1,adjective
10987,strong-box,B2,noun
10988,stronghold,C1,noun
10989,student-teacher,B2,noun
10990,student_bar,A1,noun
10991,student_interaction,B1,noun
10992,student_lounge,B1,noun
10993,student_number,B1,noun
10994,student_restaurant,A1,noun
10995,student_ticket,B1,noun
10996,studied,C1,adjective
10997,studio_apartment,A2,noun
10998,studio_audience,B1,noun
10999,studio_room,C1,noun
11000,studious,C1,adjective
11001,study_course,A2,noun
11002,study_door,B2,noun
11003,study_window,B2,noun
11004,studying,A2,noun
11005,stupid,B2,noun
11006,stupidly,A2,adverb
11007,sub-camp,C1,noun
11008,sub-centre,C1,noun
11009,sub-editor,B2,noun
11010,sub-reservation,C1,noun
11011,subcamp,C1,noun
11012,subhumans,C1,noun
11013,subject_line,B2,noun
11014,submersible,B2,noun
11015,subscriber_base,C1,noun
11016,subsidise,B2,verb
11017,subsitution,C1,noun
11018,subway_door,B1,noun
11019,subway_map,A1,noun
11020,subway_stair,B2,noun
11021,subway_system,A2,noun
11022,success_story,B1,noun
11023,successes,B2,verb
11024,suck_down,C1,verb
11025,sudanese,A2,adjective
11026,sudeten,C1,adjective
11027,suede_jacket,B1,noun
11028,sugar_pill,B2,noun
11029,sugar_pot,A2,noun
11030,sugar_water,C1,noun
11031,sugary,B2,adjective
11032,suicidal,B2,adjective
11033,suit_jacket,B2,noun
11034,suited,B2,adjective
11035,sulk,B1,verb
11036,sulphur_gas,B2,noun
11037,sum,C1,verb
11038,sumerian,C1,adjective
11039,summarise,B1,verb
11040,summer-house,A1,noun
11041,summer_afternoon,A2,noun
11042,summer_clothes,A2,noun
11043,summer_destination,B1,noun
11044,summer_evening,A1,noun
11045,summer_holiday,C1,noun
11046,summer_morning,C1,noun
11047,summer_night,B2,noun
11048,summer_program,B2,noun
11049,summerhouse,B2,noun
11050,sumo,B1,noun
11051,sumo_wrestler,B1,noun
11052,sumo_wrestling,B1,noun
11053,sun_chariot,C1,noun
11054,sun_cream,B1,noun
11055,sun_god,B1,noun
11056,sun_half,B2,noun
11057,sun_screen,A2,noun
11058,sunburn,A1,noun
11059,sunburned,B1,adjective
11060,sunburnt,C1,adjective
11061,suncream,A2,noun
11062,sunhat,C1,noun
11063,sunken,B1,adjective
11064,sunlit,B2,adjective
11065,sunscreen,A1,noun
11066,super-fit,B1,adjective
11067,super-volcano,B2,noun
11068,superconducting,B2,adjective
11069,superficiality,B2,noun
11070,superflights,B1,noun
11071,superglue,C1,noun
11072,superhero,B2,noun
11073,superhuman,C1,adjective
11074,superman,B2,noun
11075,supermarket_worker,A2,noun
11076,supermarkt,B2,noun
11077,superstar,C1,adjective
11078,superstitious,B1,adjective
11079,superstore,B2,noun
11080,supper_club,B1,noun
11081,supper_table,C1,noun
11082,suppertime,B1,noun
11083,supplant,B2,verb
11084,supply_part,C1,noun
11085,support_group,B1,noun
11086,supposed,B2,verb
11087,sure,A1,interjection
11088,surety,C1,noun
11089,surf_shop,A2,noun
11090,surface,B2,verb
11091,surfer,C1,noun
11092,surprise_party,B1,noun
11093,surprise_question,C1,noun
11094,surreal,B1,adjective
11095,surrender,C1,noun
11096,survival_equipment,C1,noun
11097,survivalist,C1,noun
11098,survived,C1,adjective
11099,sushi,A1,noun
11100,sushifreak,A2,verb
11101,sustained,B2,adjective
11102,swallow,C1,noun
11103,swamp,B1,noun
11104,swarm,C1,verb
11105,swastika,C1,noun
11106,sweat_stain,A1,noun
11107,swedish,A1,adjective
11108,swedish-born,B2,adjective
11109,sweep,B2,noun
11110,sweeping,B1,adjective
11111,sweet-smelling,C1,adjective
11112,sweetener,C1,noun
11113,sweetly,B1,adverb
11114,sweetness,B1,noun
11115,sweltering,C1,adjective
11116,swimming_pool,A1,noun
11117,swimming_time,B2,noun
11118,swing_door,B2,noun
11119,swirl,A2,verb
11120,swiss,B1,adjective
11121,swiss-born,B2,noun
11122,swiss-french,B1,noun
11123,switch_off,A2,verb
11124,syllable_pattern,C1,noun
11125,symbol_story,C1,noun
11126,symbolise,B2,verb
11127,symbolize,B2,verb
11128,sympathetically,A2,adverb
11129,synagogue,C1,noun
11130,syringe,C1,noun
11131,syrup,B2,noun
11132,t,A1,noun
11133,t-shirt,A1,noun
11134,t3,C1,noun
11135,table_lamp,A2,noun
11136,table_number,B1,noun
11137,table_salt,B2,noun
11138,table_service,B1,noun
11139,tabletop,C1,noun
11140,taco,A2,noun
11141,tag,B2,verb
11142,tagalog,C1,noun
11143,tahini,B1,noun
11144,tail,B1,verb
11145,tailed,B1,adjective
11146,take_off,A2,verb
11147,take_out,A1,verb
11148,take_over,B2,verb
11149,take_up,A2,verb
11150,taken,C1,verb
11151,talkee,C1,determiner
11152,talking,B2,noun
11153,talmudic,C1,adjective
11154,tamper,B2,verb
11155,tangle_up,B2,verb
11156,tango,A2,noun
11157,tango_bar,A2,noun
11158,tank_refill,C1,noun
11159,tantalisingly,C1,adverb
11160,tantalizing,C1,adjective
11161,tap_dance,B2,verb
11162,tap_water,B1,noun
11163,target_activity,A2,noun
11164,target_audience,C1,noun
11165,target_market,C1,noun
11166,tariff,B2,noun
11167,tartan,B2,noun
11168,tastefully,B2,adverb
11169,taster,B1,noun
11170,tattoo,B1,verb
11171,tax_advisor,B2,noun
11172,taxi_company,A2,noun
11173,taxi_copter,C1,noun
11174,taxi_driver,A1,noun
11175,taxi_man,C1,noun
11176,taxi_number,B1,noun
11177,taxi_rank,B1,noun
11178,taxi_ride,A2,noun
11179,taxi_service,A1,noun
11180,tea-drinker,C1,noun
11181,tea-room,C1,noun
11182,tea-time,B2,noun
11183,tea_bowl,B2,noun
11184,tea_break,C1,noun
11185,tea_ceremony,B2,noun
11186,tea_garden,C1,noun
11187,tea_leaf,B1,noun
11188,tea_shop,C1,noun
11189,tea_table,B2,noun
11190,teabag,A2,noun
11191,teacher_trainer,C1,noun
11192,teaching_degree,B2,noun
11193,teaching_tip,C1,noun
11194,teacup,B2,noun
11195,team_environment,B1,noun
11196,team_leader,B2,noun
11197,team_manager,B2,noun
11198,team_sport,B2,noun
11199,team_up,B1,verb
11200,teapot,A1,noun
11201,tear-stained,B2,adjective
11202,tear_out,C1,verb
11203,tear_up,C1,verb
11204,tearful,C1,adjective
11205,tearfully,B2,adverb
11206,tearless,B2,adjective
11207,teary-eyed,C1,adjective
11208,teaspoonful,C1,noun
11209,tech,B1,noun
11210,tech_product,B1,noun
11211,tech_support,B1,noun
11212,technology_adoption,C1,noun
11213,technology_change,C1,noun
11214,technology_lifecycle,C1,noun
11215,tectonic,C1,adjective
11216,teddy,B1,noun
11217,teen_year,C1,noun
11218,telecom_equipment,C1,noun
11219,telegraph,A1,noun
11220,telegraph_machine,A1,noun
11221,telemarketer,B2,noun
11222,telenovela,B1,noun
11223,telephone_bell,C1,noun
11224,telephone_book,B2,noun
11225,telephone_box,B2,noun
11226,telephone_call,A2,noun
11227,telephone_girl,B2,noun
11228,telephone_mast,C1,noun
11229,telephone_number,B1,noun
11230,telephone_operator,B2,noun
11231,telephoto_lens,C1,noun
11232,television_ad,B2,noun
11233,television_company,B1,noun
11234,television_news,B1,noun
11235,television_programme,B1,noun
11236,television_screen,B2,noun
11237,television_set,C1,noun
11238,television_soap_opera,B1,noun
11239,television_socket,B1,noun
11240,television_spot,C1,noun
11241,television_station,B2,noun
11242,television_violence,B1,noun
11243,temperature_change,C1,noun
11244,temple_door,A2,noun
11245,ten,A2,verb
11246,ten,B1,noun
11247,ten-pound_note,A1,noun
11248,ten-pula_note,A2,noun
11249,tendon,A1,noun
11250,tennis_ball,B1,noun
11251,tennis_court,B2,noun
11252,tennis_equipment_manufacturer,B2,noun
11253,tennis_fan,A1,noun
11254,tennis_party,B2,noun
11255,tennis_player,A1,noun
11256,tennis_racket,A2,noun
11257,tenor,B2,noun
11258,tens,B2,noun
11259,tense,C1,verb
11260,tensely,B2,adverb
11261,tentacle,B2,noun
11262,tenth,A2,noun
11263,tenth,A2,adjective
11264,terabyte,C1,noun
11265,term,B2,verb
11266,termite,C1,noun
11267,termite_mound,C1,noun
11268,tern,C1,noun
11269,terraforming,C1,noun
11270,terrestrial,C1,adjective
11271,test_case,B2,noun
11272,test_flight,A2,noun
11273,test_period,B2,noun
11274,test_pilot,A2,noun
11275,test_question,B1,noun
11276,test_result,B2,noun
11277,test_score,B2,noun
11278,test_track,C1,noun
11279,test_tube,C1,noun
11280,text-book,B1,noun
11281,text_ad,B2,noun
11282,text_message,A1,noun
11283,text_messaging,A2,noun
11284,textbook_image,B2,noun
11285,textile,B1,noun
11286,textile-factory,B2,noun
11287,textile_industry,C1,noun
11288,textile_plant,B2,noun
11289,texting,A2,noun
11290,th,A2,noun
11291,th_sound,A2,noun
11292,thai,B1,adjective
11293,than,A1,adposition
11294,thank_goodness,A2,interjection
11295,thanks,C1,interjection
11296,that,B2,verb
11297,that,A1,adposition
11298,that,A1,adjective
11299,that_is,B2,adverb
11300,thatched,A2,adjective
11301,the,A1,noun
11302,theatre_bar,A1,noun
11303,theatre_company,A2,noun
11304,theatre_manager,A2,noun
11305,theatre_project,A2,noun
11306,theatre_review,A1,noun
11307,theatre_ticket,B1,noun
11308,thee,C1,pronoun
11309,their,A1,adjective
11310,them,C1,adverb
11311,theme_park,B2,noun
11312,thermoplastic,C1,adjective
11313,thermos,C1,noun
11314,these,B2,adverb
11315,thicken,C1,verb
11316,thingy,B2,noun
11317,thinking,A2,noun
11318,thinking,C1,adjective
11319,thinking,C1,verb
11320,thinly,B1,adverb
11321,third,B2,adverb
11322,third-party,C1,adjective
11323,third-with-a-gun,A2,adjective
11324,third-world_capital,C1,noun
11325,thirds,B2,noun
11326,thirstily,A2,adverb
11327,thirteenth,A2,adjective
11328,thirties,A2,noun
11329,thirty-fourth,A2,adjective
11330,thirty-kilometre,B2,noun
11331,thirty-seventh,C1,adjective
11332,thirty-sixth,C1,noun
11333,thirty-year-old,B2,adjective
11334,this,B2,particle
11335,thou,C1,pronoun
11336,though,A1,adposition
11337,thought,B2,adverb
11338,thought,B2,verb
11339,thought_out,C1,adjective
11340,thought_process,B2,noun
11341,thought_recognition,B2,noun
11342,thousands,A1,noun
11343,thousandth,C1,noun
11344,thread,B2,verb
11345,threateningly,C1,adverb
11346,three,C1,noun
11347,three-bedroom_house,B1,noun
11348,three-bedroomed,B1,noun
11349,three-cent_market,C1,noun
11350,three-course_dinner,B1,noun
11351,three-course_meal,A2,noun
11352,three-headed,B1,adjective
11353,three-metre_fence,C1,noun
11354,three-minute_silence,C1,noun
11355,three-star_hotel,B1,noun
11356,three-star_restaurant,B1,noun
11357,threes,B2,noun
11358,thrill-seeker,B2,noun
11359,throat_problem,B1,noun
11360,through,A1,adposition
11361,through,A2,particle
11362,throughout,B1,adposition
11363,throw_out,B1,verb
11364,thudding,B2,noun
11365,thunderbolt,C1,noun
11366,thundering,C1,adjective
11367,thx,B1,noun
11368,ticket_booth,B2,noun
11369,ticket_cost,A2,noun
11370,ticket_machine,B1,noun
11371,ticket_office,A2,noun
11372,ticket_price,B1,noun
11373,ticket_window,A2,noun
11374,tickle,C1,noun
11375,tidy_up,B1,verb
11376,tie_up,A2,verb
11377,tiled,B1,adjective
11378,tiling,A2,noun
11379,till,C1,verb
11380,till,A1,adposition
11381,timber_cladding,C1,noun
11382,time_frame,C1,noun
11383,time_zone,B1,noun
11384,times,C1,adposition
11385,tin_bath,A2,noun
11386,tin_cup,A2,noun
11387,tinned,B2,adjective
11388,tinsel,A2,noun
11389,tipping,B2,noun
11390,tipping_point,C1,noun
11391,tire,B1,noun
11392,tired-looking,B2,adjective
11393,tireless,C1,adjective
11394,tirelessly,B2,adverb
11395,tiring,B2,noun
11396,tissue_paper,C1,noun
11397,title_page,C1,noun
11398,to,A1,adposition
11399,to,A1,particle
11400,to,B2,verb
11401,toast,A2,verb
11402,tofu,A1,noun
11403,tog,B2,noun
11404,toilet_hole,C1,noun
11405,toilet_hut,C1,noun
11406,toilet_pit,C1,noun
11407,toiletry,B1,noun
11408,toll_charge,B2,noun
11409,tomato_battle,A2,noun
11410,tomato_ketchup,C1,noun
11411,tomato_mixture,B1,noun
11412,tomato_sauce,B1,noun
11413,tomb_robber,A2,noun
11414,tomorrow_night,A1,noun
11415,too,A2,noun
11416,tool_factory,C1,noun
11417,toothed,B1,adjective
11418,toothless,C1,adjective
11419,toothpick,B2,noun
11420,top-secret,B2,adjective
11421,top-traffic,B1,adjective
11422,topping,B1,noun
11423,topsoil,C1,noun
11424,torch_relay,B2,noun
11425,torchbearer,B2,noun
11426,torchlight,C1,noun
11427,torn,B1,adjective
11428,tortoise,B2,noun
11429,tot,A1,noun
11430,touch_screen,B2,noun
11431,touching,B2,adjective
11432,toughen_up,B2,verb
11433,tour_agent,B2,noun
11434,tour_company,A2,noun
11435,tour_group,B2,noun
11436,tour_guide,B2,noun
11437,tourism_industry,B2,noun
11438,tourism_site,B2,noun
11439,tourist_area,B2,noun
11440,tourist_attraction,A1,noun
11441,tourist_guide,A1,noun
11442,tourist_industry,B1,noun
11443,tourist_information_office,A2,noun
11444,tourist_office,B1,noun
11445,tourist_resort,B1,noun
11446,tourist_threat,B2,noun
11447,tourist_town,A1,noun
11448,tout,B1,verb
11449,tow-rope,B2,noun
11450,tow_rope,B2,noun
11451,toward,B1,adposition
11452,towards,A1,adposition
11453,towel_rail,B1,noun
11454,tower_block,B1,noun
11455,town_centre,A2,noun
11456,town_council,B2,noun
11457,town_hospital,C1,noun
11458,town_jail,C1,noun
11459,town_planner,C1,noun
11460,town_prison,C1,noun
11461,town_square,C1,noun
11462,townspeople,A2,noun
11463,toxin,B2,noun
11464,toy_globe,B2,noun
11465,toy_store,B2,noun
11466,toy_train,B1,noun
11467,traceur,A2,noun
11468,tracking_gadget,B2,noun
11469,tractor_driver,B2,noun
11470,trade_delegation,C1,noun
11471,trade_magazine,B2,noun
11472,trade_name,C1,noun
11473,traffic_accident,B1,noun
11474,traffic_congestion,B2,noun
11475,traffic_cop,B2,noun
11476,traffic_department,B1,noun
11477,traffic_flow,C1,noun
11478,traffic_jam,A2,noun
11479,traffic_light,A2,noun
11480,traffic_noise,B2,noun
11481,traffic_officer,B2,noun
11482,traffic_warden,B1,noun
11483,trafficker,C1,noun
11484,trafficking,A2,noun
11485,train_door,C1,noun
11486,train_driver,A1,noun
11487,train_journey,A1,noun
11488,train_station,A2,noun
11489,train_ticket,B1,noun
11490,train_timetable,B2,noun
11491,trainee_secretary,B1,noun
11492,trainer_position,B1,noun
11493,training_course,B1,noun
11494,training_discipline,B2,noun
11495,training_period,C1,noun
11496,training_program,B1,noun
11497,training_school,B1,noun
11498,training_stable,A1,noun
11499,tram_ride,B1,noun
11500,tramp,C1,verb
11501,trans-shipped,C1,adjective
11502,transcend,C1,verb
11503,transcultural,C1,adjective
11504,transferable,B2,adjective
11505,transport_system,B2,noun
11506,transportation_cost,B2,noun
11507,transportation_design,C1,noun
11508,trap,B2,verb
11509,trash,B2,verb
11510,trash_can,B1,noun
11511,trashy,C1,adjective
11512,travel_agency,A1,noun
11513,travel_agent,A2,noun
11514,travel_blog,B2,noun
11515,travel_community,C1,noun
11516,travel_detail,A2,noun
11517,travel_industry,B2,noun
11518,travel_insurance,B2,noun
11519,travel_plan,A2,noun
11520,travel_reporter,A2,noun
11521,travel_site,B1,noun
11522,travel_tip,A1,noun
11523,travel_writer,B1,noun
11524,traveler,B1,noun
